team,pick_year,round,expected_pick_number,protection_note,strength_rank,ev_points,years_out,discount_factor,pv_ev_points
Los Angeles Lakers,2027,2,50,To BRK if LAL conveys 1st round pick to MEM in 2027 or to MEM if LAL does not convey 1st round pick to MEM in 2027 (via UTH to MEM),20,11.785714285714285,1,0.9090909090909091,10.714285714285714
Los Angeles Lakers,2028,1,20,Own,20,25.38461538461538,2,0.8264462809917354,20.979020979020973
Los Angeles Lakers,2028,2,50,More favorable of LAL and WAS to ORL then other to WAS (via WAS to LAL to ORL; via LAL to WAS),20,11.785714285714285,2,0.8264462809917354,9.740259740259738
Los Angeles Lakers,2029,1,20,To DAL,20,25.38461538461538,3,0.7513148009015775,19.071837253655428
Los Angeles Lakers,2029,2,50,To WAS,20,11.785714285714285,3,0.7513148009015775,8.854781582054306
Los Angeles Lakers,2030,1,20,Own,20,25.38461538461538,4,0.6830134553650705,17.338033866959478
Los Angeles Lakers,2030,2,50,To BRK,20,11.785714285714285,4,0.6830134553650705,8.049801438231187
Los Angeles Lakers,2031,1,20,Own,20,25.38461538461538,5,0.6209213230591549,15.761848969963161
Los Angeles Lakers,2031,2,50,To BRK,20,11.785714285714285,5,0.6209213230591549,7.318001307482897
Los Angeles Lakers,2032,1,20,Own,20,25.38461538461538,6,0.5644739300537772,14.328953609057418
Los Angeles Lakers,2032,2,50,To ATL,20,11.785714285714285,6,0.5644739300537772,6.652728461348088
Memphis Grizzlies,2026,1,8,"Two most favorable of MEM, less favorable of PHX and WAS 1-8, and ORL then least favorable of all to CHA (via WAS swap for PHX; via MEM swap of ORL for PHX or WAS; via PHX to CHA)",8,47.142857142857146,0,1.0,47.142857142857146
Memphis Grizzlies,2026,2,38,"31-42 to LAC (via UTH to ATL); 43-60 to POR (via UTH to GOS); Most favorable of LAC, BOS, IND and MIA (via MIA to IND; via MIL to MEM; via MEM swap of IND or MIA for BOS; via MEM swap of BOS, IND or MIA for LAC)",8,15.0,0,1.0,15.0
Memphis Grizzlies,2027,1,8,"Own; LAL 5-30; Most favorable of UTH, CLE and MIN (via UTH)",8,47.142857142857146,1,0.9090909090909091,42.85714285714286
Memphis Grizzlies,2027,2,38,To HOU (via LAC); LAL if LAL does not convey 1st round pick to MEM in 2027 (via UTH),8,15.0,1,0.9090909090909091,13.636363636363637
Memphis Grizzlies,2028,1,8,Own,8,47.142857142857146,2,0.8264462809917354,38.96103896103896
Memphis Grizzlies,2028,2,38,To BRK (via PHX),8,15.0,2,0.8264462809917354,12.396694214876032
Memphis Grizzlies,2029,1,8,Own or swap for ORL 3-30,8,47.142857142857146,3,0.7513148009015775,35.41912632821723
Memphis Grizzlies,2029,2,38,To BRK (via PHX); ORL if ORL 1-2 in 2029; POR (via PHL to IND),8,15.0,3,0.7513148009015775,11.269722013523664
Memphis Grizzlies,2030,1,8,More favorable of MEM and less favorable of PHX and WAS then least favorable of all to PHX; ORL,8,47.142857142857146,4,0.6830134553650705,32.199205752924755
Memphis Grizzlies,2030,2,38,31-50 Own; 51-60 to MIN,8,15.0,4,0.6830134553650705,10.245201830476057
Memphis Grizzlies,2031,1,8,Own; PHX (via UTH),8,47.142857142857146,5,0.6209213230591549,29.27200522993159
Memphis Grizzlies,2031,2,38,More favorable of MEM and less favorable of IND and MIA then least favorable of all to IND (via MIA swap for IND; via MEM swap for IND or MIA),8,15.0,5,0.6209213230591549,9.313819845887323
Memphis Grizzlies,2032,1,8,Own,8,47.142857142857146,6,0.5644739300537772,26.610913845392357
Memphis Grizzlies,2032,2,38,Own or swap for PHL; GOS 51-60,8,15.0,6,0.5644739300537772,8.467108950806658
Miami Heat,2026,1,15,Own,15,31.428571428571427,0,1.0,31.428571428571427
Miami Heat,2026,2,45,More favorable of SAN and less favorable of MIA and IND to SAN then least favorable of all to MIN; Less favorable of BOS and more favorable of MIA and IND to ATL then most favorable of all to MEM or to BRK; BRK 56-60,15,12.941176470588236,0,1.0,12.941176470588236
Miami Heat,2027,1,15,1-14 Own; 15-30 to CHA,15,31.428571428571427,1,0.9090909090909091,28.57142857142857
Miami Heat,2027,2,45,"Least favorable of MIA, OKC, HOU, IND and SAN; most favorable of MIA, OKC, HOU and IND to PHL; second most favorable to NOP and third most favorable to NYK; more favorable of SAN and least favorable of MIA, OKC, HOU and IND to SAN",15,12.941176470588236,1,0.9090909090909091,11.76470588235294
Miami Heat,2028,1,15,To CHA if not already settled,15,31.428571428571427,2,0.8264462809917354,25.97402597402597
Miami Heat,2028,2,45,To DET if DAL conveys 1st round pick to CHA in 2027 or to CHA if DAL does not convey 1st round pick to CHA in 2027,15,12.941176470588236,2,0.8264462809917354,10.6951871657754
Miami Heat,2029,1,15,Own,15,31.428571428571427,3,0.7513148009015775,23.61275088547815
Miami Heat,2029,2,45,More favorable of MIA and ATL to CHA then other to OKC (via OKC),15,12.941176470588236,3,0.7513148009015775,9.72289742343218
Miami Heat,2030,1,15,Own,15,31.428571428571427,4,0.6830134553650705,21.466137168616502
Miami Heat,2030,2,45,To OKC,15,12.941176470588236,4,0.6830134553650705,8.838997657665619
Miami Heat,2031,1,15,Own,15,31.428571428571427,5,0.6209213230591549,19.514670153287724
Miami Heat,2031,2,45,More favorable of MIA and IND to WAS; more favorable of MEM and less favorable of MIA and IND to MEM then least favorable of all to IND (via MIA swap for IND; via UTH to WAS; via MEM swap for IND or MIA),15,12.941176470588236,5,0.6209213230591549,8.035452416059652
Miami Heat,2032,1,15,Own,15,31.428571428571427,6,0.5644739300537772,17.74060923026157
Miami Heat,2032,2,45,To BRK,15,12.941176470588236,6,0.5644739300537772,7.304956741872411
Milwaukee Bucks,2026,1,10,Less favorable of MIL and NOP then other to ATL (via NOP swap for MIL),10,41.24999999999999,0,1.0,41.24999999999999
Milwaukee Bucks,2026,2,40,"Most favorable of MIL, ORL and DET to BOS; second most favorable to ORL and least favorable to NOP (via MIL to ORL; via DET to LAC to ORL); UTH 56-60 (via MIN to SAN)",10,14.347826086956522,0,1.0,14.347826086956522
Milwaukee Bucks,2027,1,10,More favorable of MIL and NOP to NOP then other to ATL if 5-30 or MIL and NOP to NOP if both 1-4 (via NOP),10,41.24999999999999,1,0.9090909090909091,37.49999999999999
Milwaukee Bucks,2027,2,40,To DET (via PHL),10,14.347826086956522,1,0.9090909090909091,13.043478260869565
Milwaukee Bucks,2028,1,10,Less favorable of MIL and POR (with conditions) to WAS (see original for full details),10,41.24999999999999,2,0.8264462809917354,34.09090909090908
Milwaukee Bucks,2028,2,40,To PHL (via BRK to HOU to OKC),10,14.347826086956522,2,0.8264462809917354,11.857707509881422
Milwaukee Bucks,2029,1,10,"Most and least favorable of MIL, BOS and POR to POR; second most favorable to WAS (via BOS to POR; via MIL to POR; via POR to WAS)",10,41.24999999999999,3,0.7513148009015775,30.991735537190067
Milwaukee Bucks,2029,2,40,"Two most favorable of MIL, DET and NYK to DET then other to CHI (via MIL to BRK to DET; via NYK to DET; via SAC to CHI)",10,14.347826086956522,3,0.7513148009015775,10.779734099892199
Milwaukee Bucks,2030,1,10,Own or POR (via POR swap for MIL),10,41.24999999999999,4,0.6830134553650705,28.174305033809155
Milwaukee Bucks,2030,2,40,To ORL,10,14.347826086956522,4,0.6830134553650705,9.799758272629273
Milwaukee Bucks,2031,1,10,Own,10,41.24999999999999,5,0.6209213230591549,25.613004576190136
Milwaukee Bucks,2031,2,40,To CHA,10,14.347826086956522,5,0.6209213230591549,8.908871156935701
Milwaukee Bucks,2032,1,10,Own,10,41.24999999999999,6,0.5644739300537772,23.284549614718305
Milwaukee Bucks,2032,2,40,To CHA,10,14.347826086956522,6,0.5644739300537772,8.098973779032455
Minnesota Timberwolves,2026,1,29,Less favorable of MIN 1-19 and UTH 1-8; less favorable of MIN 20-30 and DET then other to DET; less favorable of CLE and more favorable of MIN and UTH 1-8 to CLE then most favorable of all to UTH (via UTH swap for MIN; via UTH swap of UTH or MIN for CLE; via DET swap for MIN),29,18.857142857142858,0,1.0,18.857142857142858
Minnesota Timberwolves,2026,2,59,"Less favorable of MIN and NYK to NYK; most favorable of MIN, NYK, NOP and POR to CHI; less favorable of more favorable of MIN and NYK and more favorable of NOP and POR to WAS; Least favorable of IND, MIA and SAN",29,10.153846153846153,0,1.0,10.153846153846153
Minnesota Timberwolves,2027,1,29,"Most favorable of MIN, CLE and UTH to MEM; second most favorable to UTH and least favorable to PHX (via UTH)",29,18.857142857142858,1,0.9090909090909091,17.142857142857142
Minnesota Timberwolves,2027,2,59,To POR (via HOU to OKC to NYK),29,10.153846153846153,1,0.9090909090909091,9.23076923076923
Minnesota Timberwolves,2028,1,29,Own,29,18.857142857142858,2,0.8264462809917354,15.584415584415583
Minnesota Timberwolves,2028,2,59,To SAN,29,10.153846153846153,2,0.8264462809917354,8.39160839160839
Minnesota Timberwolves,2029,1,29,"1-5 Own; most / two most favorable of MIN 6-30, CLE and UTH to UTH then other to CHA (via UTH to PHX)",29,18.857142857142858,3,0.7513148009015775,14.167650531286892
Minnesota Timberwolves,2029,2,59,To UTH if MIN does not convey 1st round pick to UTH in 2029,29,10.153846153846153,3,0.7513148009015775,7.628734901462171
Minnesota Timberwolves,2030,1,29,1 Own; less favorable of MIN 2-30 and more favorable of SAN and DAL then most / more favorable of all to SAN (via SAN swap for DAL),29,18.857142857142858,4,0.6830134553650705,12.879682301169902
Minnesota Timberwolves,2030,2,59,To DET; MEM 51-60,29,10.153846153846153,4,0.6830134553650705,6.9352135467837925
Minnesota Timberwolves,2031,1,29,To SAC (via SAN),29,18.857142857142858,5,0.6209213230591549,11.708802091972636
Minnesota Timberwolves,2031,2,59,More favorable of MIN and GOS to CHI then other to DET (via MIN swap for GOS),29,10.153846153846153,5,0.6209213230591549,6.3047395879852655
Minnesota Timberwolves,2032,1,29,Frozen (through 2027-28),29,18.857142857142858,6,0.5644739300537772,10.644365538156942
Minnesota Timberwolves,2032,2,59,Own,29,10.153846153846153,6,0.5644739300537772,5.731581443622968
New Orleans Pelicans,2026,1,7,More favorable of NOP and MIL to ATL then other to MIL (via NOP swap for MIL),7,50.76923076923076,0,1.0,50.76923076923076
New Orleans Pelicans,2026,2,37,"Most favorable of NOP, POR, MIN and NYK to CHI; less favorable of NOP and POR to SAN; less favorable of more favorable of NOP and POR and more favorable of MIN and NYK to WAS; Least favorable of ORL, DET and MIL (via DET to LAC to ORL; via ORL to PHX to BRK to NYK to NOP)",7,15.348837209302324,0,1.0,15.348837209302324
New Orleans Pelicans,2027,1,7,More favorable of NOP and MIL then other to ATL if 5-30 or NOP and MIL if both 1-4 (via NOP),7,50.76923076923076,1,0.9090909090909091,46.153846153846146
New Orleans Pelicans,2027,2,37,"More favorable of NOP and POR to CHA then other to POR [POR may convey to HOU] (via NOP); Second most favorable of OKC, HOU, IND and MIA (via HOU to DET to OKC to NYK)",7,15.348837209302324,1,0.9090909090909091,13.953488372093021
New Orleans Pelicans,2028,1,7,Own,7,50.76923076923076,2,0.8264462809917354,41.958041958041946
New Orleans Pelicans,2028,2,37,To SAN,7,15.348837209302324,2,0.8264462809917354,12.684989429175474
New Orleans Pelicans,2029,1,7,Own,7,50.76923076923076,3,0.7513148009015775,38.143674507310855
New Orleans Pelicans,2029,2,37,To SAN,7,15.348837209302324,3,0.7513148009015775,11.5318085719777
New Orleans Pelicans,2030,1,7,Own,7,50.76923076923076,4,0.6830134553650705,34.676067733918956
New Orleans Pelicans,2030,2,37,Own or ORL (via ORL swap for NOP),7,15.348837209302324,4,0.6830134553650705,10.483462338161546
New Orleans Pelicans,2031,1,7,Own,7,50.76923076923076,5,0.6209213230591549,31.523697939926322
New Orleans Pelicans,2031,2,37,More favorable of NOP and ORL to ORL then other to OKC (via ORL swap for NOP); TOR,7,15.348837209302324,5,0.6209213230591549,9.530420307419586
New Orleans Pelicans,2032,1,7,Own,7,50.76923076923076,6,0.5644739300537772,28.657907218114836
New Orleans Pelicans,2032,2,37,Own,7,15.348837209302324,6,0.5644739300537772,8.664018461290533
New York Knicks,2026,1,24,Own; WAS 9-30 (via HOU to OKC),24,22.0,0,1.0,22.0
New York Knicks,2026,2,54,"Less favorable of NYK and MIN; most favorable of NYK, MIN, NOP and POR to CHI; less favorable of more favorable of NYK and MIN and more favorable of NOP and POR to WAS; WAS if WAS does not convey 1st round pick to NYK in 2026",24,11.0,0,1.0,11.0
New York Knicks,2027,1,24,To BRK,24,22.0,1,0.9090909090909091,20.0
New York Knicks,2027,2,54,"Own; WAS if WAS does not convey 1st round pick to NYK in 2026; Third most favorable of OKC, HOU, IND and MIA",24,11.0,1,0.9090909090909091,10.0
New York Knicks,2028,1,24,"Least or second most favorable of NYK, BRK and PHX (with conditions); complex swap details — see original",24,22.0,2,0.8264462809917354,18.18181818181818
New York Knicks,2028,2,54,To DET; BOS 46-60 (via ORL to PHX); Less favorable of IND and PHX (via IND),24,11.0,2,0.8264462809917354,9.09090909090909
New York Knicks,2029,1,24,To BRK,24,22.0,3,0.7513148009015775,16.528925619834705
New York Knicks,2029,2,54,"Two most favorable of NYK, DET and MIL to DET then other to CHI (via NYK to DET; via MIL to BRK to DET; via SAC to CHI)",24,11.0,3,0.7513148009015775,8.264462809917353
New York Knicks,2030,1,24,Own,24,22.0,4,0.6830134553650705,15.026296018031552
New York Knicks,2030,2,54,To ATL (via POR),24,11.0,4,0.6830134553650705,7.513148009015776
New York Knicks,2031,1,24,To BRK,24,22.0,5,0.6209213230591549,13.660269107301408
New York Knicks,2031,2,54,To CHI (via CHA),24,11.0,5,0.6209213230591549,6.830134553650704
New York Knicks,2032,1,24,Own,24,22.0,6,0.5644739300537772,12.418426461183099
New York Knicks,2032,2,54,Own,24,11.0,6,0.5644739300537772,6.2092132305915495
Oklahoma City Thunder,2026,1,30,"Most favorable of OKC, HOU 5-30 and LAC; second most / more favorable to PHL and least / less favorable to DAL; PHL 5-30; UTH 9-30",30,18.333333333333332,0,1.0,18.333333333333332
Oklahoma City Thunder,2026,2,60,"Most favorable of OKC, DAL and PHL; second most favorable to PHX and least favorable to WAS; HOU if HOU 1-4 in 2026",30,10.0,0,1.0,10.0
Oklahoma City Thunder,2027,1,30,"Two most / more favorable of OKC, DEN 6-30 and LAC then other to LAC; PHL 5-30 if not already settled; SAN 17-30 (via SAC)",30,18.333333333333332,1,0.9090909090909091,16.666666666666664
Oklahoma City Thunder,2027,2,60,"Most favorable of OKC, HOU, IND and MIA to PHL; second most favorable to NOP and third most favorable to NYK; CHA if SAN 1-16 in 2027; SAC if SAN 1-16 in 2027; PHL if PHL has not conveyed 1st round pick to OKC by 2027",30,10.0,1,0.9090909090909091,9.09090909090909
Oklahoma City Thunder,2028,1,30,Own or swap for DAL; DEN 6-30 if not already settled,30,18.333333333333332,2,0.8264462809917354,15.151515151515149
Oklahoma City Thunder,2028,2,60,To PHL; UTH,30,10.0,2,0.8264462809917354,8.264462809917354
Oklahoma City Thunder,2029,1,30,Own; DEN 6-30 if not already settled,30,18.333333333333332,3,0.7513148009015775,13.774104683195587
Oklahoma City Thunder,2029,2,60,Own; Less favorable of ATL and MIA; BOS; DEN if DEN has not conveyed a first potential 1st round pick to OKC by 2029,30,10.0,3,0.7513148009015775,7.513148009015776
Oklahoma City Thunder,2030,1,30,Own; DEN 6-30 if not already settled and if DEN has conveyed a first potential 1st round pick to OKC by 2028,30,18.333333333333332,4,0.6830134553650705,12.521913348359625
Oklahoma City Thunder,2030,2,60,Own; DEN (direct or via CHA); HOU; MIA,30,10.0,4,0.6830134553650705,6.830134553650705
Oklahoma City Thunder,2031,1,30,Own,30,18.333333333333332,5,0.6209213230591549,11.38355758941784
Oklahoma City Thunder,2031,2,60,Own; Less favorable of NOP and ORL (via ORL swap for NOP),30,10.0,5,0.6209213230591549,6.2092132305915495
Oklahoma City Thunder,2032,1,30,Own,30,18.333333333333332,6,0.5644739300537772,10.348688717652582
Oklahoma City Thunder,2032,2,60,Own,30,10.0,6,0.5644739300537772,5.644739300537772
Orlando Magic,2026,1,14,"Two most favorable of ORL, less favorable of PHX and WAS 1-8, and MEM to MEM then least favorable of all to CHA",14,33.0,0,1.0,33.0
Orlando Magic,2026,2,44,"Second most favorable of ORL, DET and MIL; most favorable to BOS and least favorable to NOP (via MIL to ORL; via DET to LAC to ORL)",14,13.200000000000001,0,1.0,13.200000000000001
Orlando Magic,2027,1,14,Own,14,33.0,1,0.9090909090909091,30.0
Orlando Magic,2027,2,44,More favorable of ORL and BOS to UTH then other to CHA (via BOS to ORL to BOS; via ORL to CHA),14,13.200000000000001,1,0.9090909090909091,12.0
Orlando Magic,2028,1,14,To POR (via MEM),14,33.0,2,0.8264462809917354,27.27272727272727
Orlando Magic,2028,2,44,To CHA; More favorable of LAL and WAS (via LAL),14,13.200000000000001,2,0.8264462809917354,10.909090909090908
Orlando Magic,2029,1,14,1-2 Own; 3-30 Own or MEM (via MEM swap for ORL),14,33.0,3,0.7513148009015775,24.79338842975206
Orlando Magic,2029,2,44,To MEM if ORL 1-2 in 2029,14,13.200000000000001,3,0.7513148009015775,9.917355371900824
Orlando Magic,2030,1,14,To MEM,14,33.0,4,0.6830134553650705,22.539444027047328
Orlando Magic,2030,2,44,Own or swap for NOP; MIL,14,13.200000000000001,4,0.6830134553650705,9.015777610818931
Orlando Magic,2031,1,14,Own,14,33.0,5,0.6209213230591549,20.49040366095211
Orlando Magic,2031,2,44,More favorable of ORL and NOP then other to OKC (via ORL swap for NOP),14,13.200000000000001,5,0.6209213230591549,8.196161464380845
Orlando Magic,2032,1,14,Own,14,33.0,6,0.5644739300537772,18.627639691774647
Orlando Magic,2032,2,44,Own,14,13.200000000000001,6,0.5644739300537772,7.45105587670986
Philadelphia 76ers,2026,1,13,"1-4 Own; 5-30 to OKC; Second most / more favorable of OKC, HOU 5-30 and LAC (via OKC)",13,34.73684210526316,0,1.0,34.73684210526316
Philadelphia 76ers,2026,2,43,"Most favorable of PHL, OKC and DAL to OKC; second most favorable to PHX and least favorable to WAS",13,13.469387755102039,0,1.0,13.469387755102039
Philadelphia 76ers,2027,1,13,1-4 Own; 5-30 to OKC if not already settled,13,34.73684210526316,1,0.9090909090909091,31.57894736842105
Philadelphia 76ers,2027,2,43,"To OKC if PHL has not conveyed 1st round pick to OKC by 2027; More favorable of GOS and PHX (via WAS); Most favorable of OKC, HOU, IND and MIA",13,13.469387755102039,1,0.9090909090909091,12.244897959183671
Philadelphia 76ers,2028,1,13,"1-8 Own; complex swap conditions for 9-30 involving BRK, PHX, NYK, WAS; LAC",13,34.73684210526316,2,0.8264462809917354,28.70813397129186
Philadelphia 76ers,2028,2,43,To BRK if PHL 1-8 in 2028; DET 56-60; GOS (via POR to WAS); MIL (via BRK to HOU to OKC); OKC,13,13.469387755102039,2,0.8264462809917354,11.1317254174397
Philadelphia 76ers,2029,1,13,Own or swap for LAC 4-30,13,34.73684210526316,3,0.7513148009015775,26.098303610265326
Philadelphia 76ers,2029,2,43,Own,13,13.469387755102039,3,0.7513148009015775,10.119750379490634
Philadelphia 76ers,2030,1,13,Own,13,34.73684210526316,4,0.6830134553650705,23.72573055478666
Philadelphia 76ers,2030,2,43,To DAL; More favorable of PHX and POR (via WAS); WAS,13,13.469387755102039,4,0.6830134553650705,9.199773072264215
Philadelphia 76ers,2031,1,13,Own,13,34.73684210526316,5,0.6209213230591549,21.56884595889696
Philadelphia 76ers,2031,2,43,Own,13,13.469387755102039,5,0.6209213230591549,8.363430065694738
Philadelphia 76ers,2032,1,13,Own,13,34.73684210526316,6,0.5644739300537772,19.60804178081542
Philadelphia 76ers,2032,2,43,Own or MEM (via MEM swap for PHL),13,13.469387755102039,6,0.5644739300537772,7.603118241540671
Phoenix Suns,2026,1,17,"More favorable of PHX and WAS 1-8 to WAS; two most favorable of less favorable of PHX and WAS 1-8, MEM and ORL to MEM then least favorable of all to CHA",17,28.695652173913043,0,1.0,28.695652173913043
Phoenix Suns,2026,2,47,"To DAL (via WAS); Second most favorable of OKC, DAL and PHL (via OKC to HOU)",17,12.452830188679247,0,1.0,12.452830188679247
Phoenix Suns,2027,1,17,"To HOU (via BRK); Least favorable of UTH, CLE and MIN (via UTH)",17,28.695652173913043,1,0.9090909090909091,26.08695652173913
Phoenix Suns,2027,2,47,More favorable of PHX and GOS to PHL then other to WAS (via WAS),17,12.452830188679247,1,0.9090909090909091,11.320754716981133
Phoenix Suns,2028,1,17,"Least favorable of PHX, PHL 9-30 if PHL conveys 1st round pick to OKC in 2026, WAS and BRK (complex swap conditions — see original)",17,28.695652173913043,2,0.8264462809917354,23.715415019762844
Phoenix Suns,2028,2,47,More favorable of PHX and IND to IND then other to NYK (via IND),17,12.452830188679247,2,0.8264462809917354,10.291595197255575
Phoenix Suns,2029,1,17,"Two most favorable of PHX, DAL and HOU to HOU then other to BRK (via DAL and PHX to BRK; via HOU swap for DAL or PHX)",17,28.695652173913043,3,0.7513148009015775,21.559468199784398
Phoenix Suns,2029,2,47,Own (via OKC to CHA),17,12.452830188679247,3,0.7513148009015775,9.355995633868703
Phoenix Suns,2030,1,17,"Least favorable of PHX, WAS and MEM; more favorable of PHX and WAS to WAS; more favorable of MEM and less favorable of PHX and WAS to MEM (via WAS swap for PHX; via MEM swap for PHX or WAS)",17,28.695652173913043,4,0.6830134553650705,19.599516545258545
Phoenix Suns,2030,2,47,More favorable of PHX and POR to PHL then other to WAS (via WAS),17,12.452830188679247,4,0.6830134553650705,8.505450576244275
Phoenix Suns,2031,1,17,To MEM (via UTH),17,28.695652173913043,5,0.6209213230591549,17.817742313871403
Phoenix Suns,2031,2,47,To CHA,17,12.452830188679247,5,0.6209213230591549,7.732227796585704
Phoenix Suns,2032,1,17,Frozen (through 2027-28),17,28.695652173913043,6,0.5644739300537772,16.19794755806491
Phoenix Suns,2032,2,47,Less favorable of PHX and HOU then other to CHI (via PHX to MIN),17,12.452830188679247,6,0.5644739300537772,7.029297996896094
Portland Trail Blazers,2026,1,12,1-14 Own; 15-30 to CHI,12,36.666666666666664,0,1.0,36.666666666666664
Portland Trail Blazers,2026,2,42,"Most favorable of POR, NOP, MIN and NYK to CHI; less favorable of POR and NOP to SAN; less favorable of more favorable of POR and NOP and more favorable of MIN and NYK to WAS; MEM 43-60 (via UTH to GOS)",12,13.75,0,1.0,13.75
Portland Trail Blazers,2027,1,12,1-14 Own; 15-30 to CHI if not already settled,12,36.666666666666664,1,0.9090909090909091,33.33333333333333
Portland Trail Blazers,2027,2,42,Less favorable of POR and NOP then other to CHA; less favorable of POR and NOP to HOU if 56-60; MIN (via HOU to OKC to NYK),12,13.75,1,0.9090909090909091,12.5
Portland Trail Blazers,2028,1,12,1-14 Own or swap for MIL; 15-30 to CHI if not already settled; ORL (via MEM),12,36.666666666666664,2,0.8264462809917354,30.303030303030297
Portland Trail Blazers,2028,2,42,To CHI if POR has not conveyed 1st round pick to CHI by 2028; SAC (via CHI to SAC to MEM),12,13.75,2,0.8264462809917354,11.363636363636363
Portland Trail Blazers,2029,1,12,"Most and least favorable of POR, BOS and MIL; second most favorable to WAS (via BOS to POR; via MIL to POR; via POR to WAS)",12,36.666666666666664,3,0.7513148009015775,27.548209366391173
Portland Trail Blazers,2029,2,42,To MEM (via PHL to IND); Less favorable of IND and WAS (via IND to NYK),12,13.75,3,0.7513148009015775,10.330578512396691
Portland Trail Blazers,2030,1,12,Own or swap for MIL,12,36.666666666666664,4,0.6830134553650705,25.04382669671925
Portland Trail Blazers,2030,2,42,More favorable of POR and PHX to PHL then other to WAS (via WAS),12,13.75,4,0.6830134553650705,9.391435011269719
Portland Trail Blazers,2031,1,12,Own,12,36.666666666666664,5,0.6209213230591549,22.76711517883568
Portland Trail Blazers,2031,2,42,Own,12,13.75,5,0.6209213230591549,8.53766819206338
Portland Trail Blazers,2032,1,12,Own,12,36.666666666666664,6,0.5644739300537772,20.697377435305164
Portland Trail Blazers,2032,2,42,Own,12,13.75,6,0.5644739300537772,7.761516538239436
Sacramento Kings,2026,1,2,Own,2,82.5,0,1.0,82.5
Sacramento Kings,2026,2,32,Own; CHA 31-55 (via NYK to ATL to SAN),2,17.36842105263158,0,1.0,17.36842105263158
Sacramento Kings,2027,1,2,Own; SAN 1-16,2,82.5,1,0.9090909090909091,75.0
Sacramento Kings,2027,2,32,To OKC if SAN 1-16 in 2027; CHA if SAN 17-30 in 2027 (via NYK to ATL to SAN),2,17.36842105263158,1,0.9090909090909091,15.789473684210526
Sacramento Kings,2028,1,2,Own,2,82.5,2,0.8264462809917354,68.18181818181817
Sacramento Kings,2028,2,32,To POR (via CHI to SAC to MEM),2,17.36842105263158,2,0.8264462809917354,14.35406698564593
Sacramento Kings,2029,1,2,Own,2,82.5,3,0.7513148009015775,61.98347107438015
Sacramento Kings,2029,2,32,To HOU (via WAS),2,17.36842105263158,3,0.7513148009015775,13.049151805132663
Sacramento Kings,2030,1,2,Own,2,82.5,4,0.6830134553650705,56.34861006761832
Sacramento Kings,2030,2,32,To SAN (via IND),2,17.36842105263158,4,0.6830134553650705,11.86286527739333
Sacramento Kings,2031,1,2,Own or SAN (via SAN swap for SAC); MIN (via SAN),2,82.5,5,0.6209213230591549,51.22600915238028
Sacramento Kings,2031,2,32,To SAN,2,17.36842105263158,5,0.6209213230591549,10.78442297944848
Sacramento Kings,2032,1,2,Own,2,82.5,6,0.5644739300537772,46.569099229436624
Sacramento Kings,2032,2,32,Own,2,17.36842105263158,6,0.5644739300537772,9.80402089040771
San Antonio Spurs,2026,1,19,Own or swap for ATL [ATL may convey to CLE],19,26.400000000000002,0,1.0,26.400000000000002
San Antonio Spurs,2026,2,49,More favorable of SAN and less favorable of IND and MIA then least favorable of all to MIN; Less favorable of NOP and POR (via NOP to POR to NOP to SAN); UTH 31-55 (via MIN),19,12.0,0,1.0,12.0
San Antonio Spurs,2027,1,19,1-16 to SAC; 17-30 to OKC (via SAC); ATL,19,26.400000000000002,1,0.9090909090909091,24.0
San Antonio Spurs,2027,2,49,"More favorable of SAN and least favorable of OKC, HOU, IND and MIA then least favorable of all to MIA",19,12.0,1,0.9090909090909091,10.909090909090908
San Antonio Spurs,2028,1,19,Own or swap for BOS 2-30,19,26.400000000000002,2,0.8264462809917354,21.818181818181817
San Antonio Spurs,2028,2,49,Own; BOS 31-45 if BOS 1 in 2028; MIN; NOP,19,12.0,2,0.8264462809917354,9.917355371900825
San Antonio Spurs,2029,1,19,Own,19,26.400000000000002,3,0.7513148009015775,19.834710743801647
San Antonio Spurs,2029,2,49,Own; LAC (via PHL); NOP,19,12.0,3,0.7513148009015775,9.01577761081893
San Antonio Spurs,2030,1,19,"Most / more favorable of SAN, DAL and MIN 2-30; less favorable of SAN and DAL to DAL; less favorable of MIN 2-30 and more favorable of SAN and DAL to MIN (via SAN swap for DAL; via SAN swap of SAN or DAL for MIN)",19,26.400000000000002,4,0.6830134553650705,18.031555221637863
San Antonio Spurs,2030,2,49,Own; CLE; SAC (via IND),19,12.0,4,0.6830134553650705,8.196161464380847
San Antonio Spurs,2031,1,19,Own or swap for SAC,19,26.400000000000002,5,0.6209213230591549,16.39232292876169
San Antonio Spurs,2031,2,49,Own; SAC,19,12.0,5,0.6209213230591549,7.451055876709859
San Antonio Spurs,2032,1,19,Own,19,26.400000000000002,6,0.5644739300537772,14.90211175341972
San Antonio Spurs,2032,2,49,Own,19,12.0,6,0.5644739300537772,6.773687160645327
Toronto Raptors,2026,1,18,Own,18,27.5,0,1.0,27.5
Toronto Raptors,2026,2,48,31-55 Own; 56-60 to IND,18,12.222222222222221,0,1.0,12.222222222222221
Toronto Raptors,2027,1,18,Own,18,27.5,1,0.9090909090909091,25.0
Toronto Raptors,2027,2,48,Own,18,12.222222222222221,1,0.9090909090909091,11.11111111111111
Toronto Raptors,2028,1,18,Own,18,27.5,2,0.8264462809917354,22.727272727272727
